Architect|Borough|DateDesignated|LPCId|LPNumber|Name|ObjectType|PhotoStatus|PhotoURL|Street|Style
D. H. Burnham & Co.|Manhattan|9/20/1966|219|LP-00219|Flatiron Building|Individual Landmark|FALSE||Broadway And Fifth Avenue At 23Rd Street|Italian Renaissance
Unknown|Manhattan|3/15/1966|222|LP-00222|The Players|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/0222.jpg|16 Gramercy Park South|Gothic Revival
Vaux & Radford|Manhattan|3/15/1966|223|LP-00223|Samuel Tilden House|Individual Landmark|FALSE||15 Gramercy Park South|Victorian Gothic
Unknown|Manhattan|8/16/1966|224|LP-00224|Charlton-King-Vandam Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/0224.jpg||N/A
Unknown|Manhattan|8/2/1967|225|LP-00225|MacDougal-Sullivan Gardens Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/0225.jpg||N/A
Barney & Chapman|Manhattan|6/7/1966|226|LP-00226|Grace Chapel|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/0226.jpg|406 East 14Th Street|French Gothic
Barney & Chapman|Manhattan|6/7/1966|227|LP-00227|Grace Chapel Hospital|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/0227.jpg|414 East 14Th Street|French Gothic
Unknown|Manhattan|4/19/1966|229|LP-00229|Saint Mark's-in-the-Bowery Church|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/0229.jpg|East 10Th Street At Second Avenue|Georgian
McKim, Mead & White; Stanford White|Manhattan|5/17/1966|230|LP-00230|Judson Hall|Individual Landmark|FALSE||51-55 Washington Square South|N/A
Minard Lefever|Manhattan|10/19/1966|231|LP-00231|Church of the Holy Apostles|Individual Landmark|FALSE||300 Ninth Avenue|Italianate
McKim, Mead & White; William M. Kendall|Manhattan|5/17/1966|232|LP-00232|United States General Post Office|Individual Landmark|FALSE||Eigth Avenue At West 31St Street|N/A
Richard Upjohn|Manhattan|4/18/1968|233|LP-00233|Trinity Chapel Complex|Individual Landmark|FALSE||15 West 25Th Street|Early English Gothic; Victorian Gothic
Samuel A. Warner|Manhattan|1/11/1967|234|LP-00234|Marble Collegiate Church|Individual Landmark|FALSE||272 Fifth Avenue|Early Romanesque Revival
James Brown Lord|Manhattan|6/7/1966|235|LP-00235|Appellate Division Courthouse, New York State Supreme Court|Individual Landmark|FALSE||27 Madison Avenue|Beaux Arts
McKim, Mead & White; Stanford White|Manhattan|5/17/1966|236|LP-00236|Colony Club|Individual Landmark|FALSE||120 Madison Avenue|Colonial Revival
McKim, Mead & White; Charles F. McKim|Manhattan|5/17/1966|239|LP-00239|Pierpont Morgan Library and Annex|Individual Landmark|FALSE||225 Madison Avenue|N/A
Charles T. Bunting|Manhattan|12/9/1969|241|LP-00241|Friends Meeting House and Seminary|Individual Landmark|FALSE||15 Rutherford Place And 226 East 16Th Street|N/A
Blesch & Eidlitz|Manhattan|6/20/1967|244|LP-00244|Saint George's Church|Individual Landmark|FALSE||Rutherford Place At East 16Th Street|Earl Romanesque Revival
Carrère and Hastings|Manhattan|1/11/1967|246|LP-00246|New York Public Library, Astor, Lenox and Tilden Foundations|Individual Landmark|FALSE||476 Fifth Avenue|Beaux Arts
Unknown|Manhattan|6/21/1966|249|LP-00249|Sniffen Court Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/0249.jpg||N/A
Unknown|Manhattan|1/14/1969|250|LP-00250|St. Mark's Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/0250.jpg||N/A
Unknown|Manhattan|9/20/1966|251|LP-00251|Gramercy Park Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/0251.jpg||N/A
Harde & Short|Manhattan|6/7/1966|254|LP-00254|Alwyn Court Apartments|Individual Landmark|FALSE||182 West 58Th Street|Francis I
Henry J. Hardenbergh|Manhattan|12/10/1968|255|LP-00255|American Fine Arts Society|Individual Landmark|FALSE||215 West 57Th Street|N/A
Cyrus L. W. Eidlitz|Manhattan|6/7/1966|256|LP-00256|Association of the Bar of the City of New York|Individual Landmark|FALSE||42 West 44Th Street|N/A
McKim, Mead & White|Manhattan|1/11/1967|257|LP-00257|Century Association Clubhouse|Individual Landmark|FALSE||7 West 43Rd Street|Italian Renaissance
McKim Mead & White; Charles F. McKim|Manhattan|1/11/1967|259|LP-00259|Harvard Club of New York City|Individual Landmark|FALSE||27 West 44Th Street|N/A
Cram, Goodhue & Ferguson|Manhattan|10/19/1966|260|LP-00260|Saint Thomas Church and Parish House|Individual Landmark|FALSE||Fifth Avenue At West 53Rd Street|Neo Gothic
McKim, Mead & White; Charles F. McKim|Manhattan|1/11/1967|263|LP-00263|University Club|Individual Landmark|FALSE||1 West 54Th Street|Italian Renaissance
Henry J. Hardenbergh|Manhattan|12/9/1969|265|LP-00265|Plaza Hotel|Individual Landmark|FALSE||768 Fifth Avenue (Aka 768-770 Fifth Avenue; 1-20 Central Park South; 764-778 Grand Army Plaza; 1-19 West 58 Street)|French Renaissance
Reed & Stem; Warren & Wetmore; William Wilgus|Manhattan|8/2/1967|266|LP-00266|Grand Central Terminal|Individual Landmark|FALSE||East 42Nd Street At Park Avenue|Beaux Arts
James Renwick, Jr.|Manhattan|10/19/1966|267|LP-00267|St. Patrick's Cathedral Complex|Individual Landmark|FALSE||Fifth Avenue Between East 50Th And 51St Street|Gothic Revival
McKim, Mead & White; Joseph M. Wells|Manhattan|9/30/1968|268|LP-00268|Villard Houses|Individual Landmark|FALSE||451-455 Madison Avenue And 29 1/2 East 50Th Street|Italian Renaissance
McKim, Mead & White; Joseph M. Wells|Manhattan|9/30/1968|269|LP-00269|Villard Houses|Individual Landmark|FALSE||24-26 East 51St Street|Italian Renaissance
McKim, Mead & White; Joseph M. Wells|Manhattan|9/30/1968|270|LP-00270|Villard Houses|Individual Landmark|FALSE||457 Madison Avenue|Italian Renaissance
Robert W. Gibson|Manhattan|7/14/1970|271|LP-00271|Morton and Nellie Plant House and Edward and Frances Holbrook House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/0271.jpg|651-653 Fifth Avenue And 2-4 East 52Nd Street|Italian Renaissance
McKim, Mead & White|Manhattan|1/11/1967|273|LP-00273|William H. and Ada S. Moore House|Individual Landmark|FALSE||4 East 54Th Street|N/A
Bertram Goodhue|Manhattan|3/16/1967|275|LP-00275|Saint Bartholomew's Church and Community House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/0275.jpg|Park Avenue At East 50Th Street|Byzantine
Henry Fernbach|Manhattan|6/7/1966|276|LP-00276|Central Synagogue|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/0276.jpg|652 Lexington Avenue|Morrish
Unknown|Manhattan|6/21/1966|277|LP-00277|Amster Yard|Individual Landmark|FALSE||211-215 East 49Th Street|N/A
William B. Tuthill|Manhattan|6/20/1967|278|LP-00278|Carnegie Hall|Individual Landmark|FALSE||West 57Th Street At Seventh Avenue|Italian Renaissance
Unknown|Manhattan|6/21/1966|279|LP-00279|Turtle Bay Gardens Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/0279.jpg||N/A
Henry J. Hardenbergh|Manhattan|2/11/1969|280|LP-00280|Dakota Apartments|Individual Landmark|FALSE||1 West 72Nd Street|Germanic
York & Sawyer|Manhattan|7/19/1966|281|LP-00281|New-York Historical Society|Individual Landmark|FALSE||170 Central Park West|Classical Revival
Vaux & Mould|Manhattan|8/24/1967|282|LP-00282|American Museum of Natural History|Individual Landmark|FALSE||Central Park West At West 77Th Street|N/A
Paul E. M. DuBoy|Manhattan|3/14/1972|285|LP-00285|Ansonia Hotel|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/0285.jpg|2101-2119 Broadway|Beaux Arts
Robert W. Gibson|Manhattan|1/11/1967|287|LP-00287|West End Collegiate Church and Collegiate School|Individual Landmark|FALSE||360 West End Avenue|Dutch Renaissance
Clinton & Russell|Manhattan|9/9/1969|288|LP-00288|The Apthorp Apartments|Individual Landmark|FALSE||2201 Broadway|Italian Renaissance
Hiss & Weekes|Manhattan|9/20/1966|289|LP-00289|The Belnord Apartments|Individual Landmark|FALSE||2360 Broadway|Italian Renaissance
William A. Porter|Manhattan|7/19/1966|292|LP-00292|Rectory of St. Martin's Episcopal Church|Individual Landmark|FALSE||18 West 122 Street|Romanesque Revival
William A. Potter|Manhattan|7/19/1966|293|LP-00293|St. Martin's Episcopal Church|Individual Landmark|FALSE||230 Lenox Avenue|Romanesque Revival
Henry M. Congdon|Manhattan|4/12/1967|294|LP-00294|St. Andrew's Church|Individual Landmark|FALSE||2061 Fifth Avenue|Victorian Gothic
Thom & Wilson|Manhattan|8/2/1967|297|LP-00297|The Harlem Courthouse|Individual Landmark|FALSE||142 East 121 Street|Romanesque Revival
MMW CFM|Manhattan|7/12/1967|298|LP-00298|115th Street Branch of the New York Public Library|Individual Landmark|FALSE||203 West 115 Street|N/A
Daus & Otto, Cross & Cross, Cross & Cross|Manhattan|1/24/1967|300|LP-00300|Rectory of the Church of Notre Dame|Individual Landmark|FALSE||403 West 114 Street|French Neoclassical
Unknown|Manhattan|1/24/1967|301|LP-00301|Church of Notre Dame|Individual Landmark|FALSE||405 West 114 Street|N/A
McKim Mead & White with Charles F. McKim|Manhattan|9/20/1966|304|LP-00304|Low Memorial Library|Individual Landmark|FALSE||530 West 120 Street|N/A
Howells & Stokes|Manhattan|9/20/1966|305|LP-00305|St. Pauls Chapel|Individual Landmark|FALSE||530 West 120 Street|Northern Italian Renaissance
Unknown|Manhattan|8/16/1966|306|LP-00306|Chapel of the Intercession|Individual Landmark|FALSE||550 West 155 Street|N/A
Bertram Goodhue, Cram, Goodhue and Ferguson|Manhattan|8/16/1966|307|LP-00307|Vicarage of the Chapel of the Intercession|Individual Landmark|FALSE||540 West 155 Street|English Gothic Revival
Unknown|Manhattan|7/12/1967|308|LP-00308|Morris-Jumel Mansion|Individual Landmark|FALSE||65 Jumel Terrace|Georgian/Palladian
Unknown|Manhattan|7/12/1967|309|LP-00309|Dyckman House|Individual Landmark|FALSE||4901 Broadway|Dutch colonial
Martin E. Thompson|Manhattan|10/12/1967|312|LP-00312|The Arsenal|Individual Landmark|FALSE||1000 Fifth Avenue|N/A
Julius Kroehl|Manhattan|7/12/1967|313|LP-00313|Watch Tower|Individual Landmark|FALSE||18 Mt Morris Park West|Cast Iron
John McComb Jr.|Manhattan|8/2/1967|317|LP-00317|Hamilton Grange|Individual Landmark|FALSE||287 Convent Avenue|Federal
John B Jervis|Manhattan|7/12/1967|319|LP-00319|Water Tower, High Bridge Park|Individual Landmark|FALSE||High Bridge Park Opposite Amsterdam Avenue At West 173 Street|Romanesque Revival
Unknown|Brooklyn|12/30/1969|320|LP-00320|Cobble Hill Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/0320.jpg||N/A
Unknown|Manhattan|3/16/1967|322|LP-00322|St. Nicholas Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/0322.jpg||N/A
Unknown|Manhattan|4/19/1973|323|LP-00323|Riverside - West 105th Street Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/0323.jpg||N/A
Carl Pfeiffer|Staten Island|10/13/1970|330|LP-00330|Hamilton Park Cottage|Individual Landmark|FALSE||105 Franklin Avenue|Italianate
Unknown|Staten Island|3/19/1968|331|LP-00331|Pritchard House|Individual Landmark|FALSE||66 Harvard Avenue|Italianate
att. Charles Duggin|Staten Island|3/4/1969|332|LP-00332|W. S. Pendleton House|Individual Landmark|FALSE||22 Pendleton Place|Gothic Revival
Unknown|Staten Island|11/15/1967|334|LP-00334|Neville House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/0334.jpg|806 Richmond Terrace|N/A
possibly Calvin Pollard|Staten Island|4/12/1967|338|LP-00338|Dr. Samuel MacKenzie Elliot House|Individual Landmark|FALSE||69 Delafield Place|Gothic Revival
Unknown|Staten Island|8/24/1967|341|LP-00341|Kreuzer-Pelton House|Individual Landmark|FALSE||1262 Richmond Terrace|Dutch Colonial
Unknown|Staten Island|8/24/1967|342|LP-00342|Scott-Edwards House|Individual Landmark|FALSE||752 Delafield Avenue|N/A
Unknown|Staten Island|4/12/1967|344|LP-00344|Gardiner-Tyler House|Individual Landmark|FALSE||27 Tyler Avenue|Greek Revival
Unknown|Staten Island|10/13/1970|345|LP-00345|Housman House|Individual Landmark|FALSE||308 St John Avenue|Vernacular
Unknown|Staten Island|8/26/1969|346|LP-00346|Christopher House|Individual Landmark|FALSE||3961 Arthur Kill Road|Vernacular
Paul Kuhne|Staten Island|7/30/1968|350|LP-00350|Edgewater Village Hall|Individual Landmark|FALSE||Water Street|Romanesque Revival
Ernest Flagg|Staten Island|4/12/1967|357|LP-00357|Ernest Flagg House|Individual Landmark|FALSE||209 Flagg Place|Dutch Colonial, Estate
Unknown|Staten Island|11/15/1967|361|LP-00361|New Dorp Light|Individual Landmark|FALSE||25 Boyle Street|N/A
Unknown|Staten Island|12/18/1973|0361E|LP-00361E|New Dorp Light (Expanded Site)|Individual Landmark|FALSE||Altamont Avenue|N/A
Unknown|Staten Island|3/19/1968|364|LP-00364|Asbury Methodist Church|Individual Landmark|FALSE||2000|Vernacular
Unknown|Staten Island|8/24/1967|366|LP-00366|Rev. David Moore House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/0366.jpg|3531 Richmond Road|Federal
Unknown|Staten Island|1/17/1968|367|LP-00367|Staten Island Lighthouse|Individual Landmark|FALSE||Lighthouse Hill, Edinboro Road|N/A
Unknown|Staten Island|7/30/1968|368|LP-00368|Latourette House|Individual Landmark|FALSE||1001 Richmond Hill Road|Greek Revival
Unknown|Staten Island|12/13/1967|369|LP-00369|Sylvanus Decker Farm|Individual Landmark|FALSE||435 Richmond Hill Road|N/A
Unknown|Staten Island|5/13/1969|371|LP-00371|Alice Austen House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/0371.jpg|2 Hylan Boulevard|Dutch Colonial
Arthur D. Gilman|Staten Island|2/19/1974|373|LP-00373|St. John's Church|Individual Landmark|FALSE||1334 Bay Street|Gothic Revival
Unknown|Staten Island|5/25/1967|377|LP-00377|Garibaldi Memorial|Individual Landmark|FALSE||420 Tompkins Avenue|Gothic Revival
Joseph G. Totten|Staten Island|10/12/1967|379|LP-00379|Battery Weed (Fort Richmond)|Individual Landmark|FALSE||Bay Street|N/A
Unknown|Staten Island|2/28/1967|380|LP-00380|Billiou-Stillwell-Perine House|Individual Landmark|FALSE||1476 Richmond Road|Dutch
Unknown|Staten Island|2/28/1967|384|LP-00384|Poillon House|Individual Landmark|FALSE||4515 Hylan Boulevard|N/A
Unknown|Staten Island|11/15/1967|385|LP-00385|Woodrow Methodist Church|Individual Landmark|FALSE||1101 Woodrow Road|Greek Revival
Unknown|Staten Island|1/17/1968|387|LP-00387|Sleight Family Graveyard|Individual Landmark|FALSE||1540 West Service Road|N/A
Unknown|Staten Island|5/25/1967|389|LP-00389|Seguine House|Individual Landmark|FALSE||440 Seguine Avenue|Greek Revival
att. Palliser & Palliser|Staten Island|2/20/1968|391|LP-00391|Kreischer House|Individual Landmark|FALSE||4500 Arthur Kill Road|Stick Style
Unknown|Staten Island|2/28/1967|393|LP-00393|Conference House|Individual Landmark|FALSE||7455 Hylan Boulevard|Dutch Colonial, Greek Revival
Unknown|Staten Island|8/26/1969|0397-A|LP-00397-A|Voorlezer's House|Individual Landmark|FALSE||3961 Arthur Kill Road|N/A
Unknown|Staten Island|8/26/1969|0397-B|LP-00397-B|Treasure House|Individual Landmark|FALSE||3961 Arthur Kill Road|Vernacular
Unknown|Staten Island|8/26/1969|0397-C|LP-00397-C|The Parsonage|Individual Landmark|FALSE||74 Cedarview Avenue|Gothic Revival
Unknown|Staten Island|8/26/1969|0397-D|LP-00397-D|County Clerk's and Surrogate's Offices (Historical Museum, Historic Richmond Town)|Individual Landmark|FALSE||395 Center Street|Federal
Unknown|Staten Island|8/26/1969|0397-E|LP-00397-E|Third County Courthouse|Individual Landmark|FALSE||395 Center Street|Greek Revival
Unknown|Staten Island|8/26/1969|0397-F|LP-00397-F|Stephens-Black House|Individual Landmark|FALSE||395 Center Street|Greek Revival
Unknown|Staten Island|8/26/1969|0397-G|LP-00397-G|Bennett House|Individual Landmark|FALSE||395 Center Street|Greek Revival
Unknown|Staten Island|8/26/1969|0397-H|LP-00397-H|Rezeau-Van Pelt Cemetery|Individual Landmark|FALSE||395 Center Street|N/A
Unknown|Staten Island|8/26/1969|0397-I|LP-00397-I|Boehm House|Individual Landmark|FALSE||3961 Arthur Kill Road|N/A
Unknown|Staten Island|8/26/1969|0397-J|LP-00397-J|Eltingville Store|Individual Landmark|FALSE||395 Center Street|Board and Batten
Unknown|Staten Island|8/26/1969|0397-K|LP-00397-K|Kruser-Finley House|Individual Landmark|FALSE||1001 Richmond Hill Road|Vernacular
Unknown|Staten Island|8/26/1969|0397-L|LP-00397-L|Basketmaker's House|Individual Landmark|FALSE||1001 Richmond Hill Road|Dutch Colonial
Unknown|Staten Island|8/26/1969|0397-M|LP-00397-M|Guyon-Lake-Tysen|Individual Landmark|FALSE||1001 Richmond Hill Road|Dutch Colonial
John R. Thomas|Manhattan|10/19/1966|398|LP-00398|"Madison Avenue Front (including Corner Towers) of the Squadron ""A"" Armory"|Individual Landmark|FALSE||Madison Avenue Between 94 And 95 Streets|N/A
William Mesereau|Staten Island|11/15/1967|399|LP-00399|Church of St. Andrew|Individual Landmark|FALSE||5 Arthur Kill Road|English Norman
Unknown|Staten Island|2/20/1968|400|LP-00400|St. Patrick's Church|Individual Landmark|FALSE||256 Center Street|Early Romanesque Revival
Unknown|Manhattan|6/9/1967|410|LP-00410|Metropolitan Museum of Art|Individual Landmark|FALSE||1000 Fifth Avenue|N/A
Hale & Rogers|Manhattan|1/24/1975|415|LP-00415|Edward S. Harkness House|Individual Landmark|FALSE||940 Fifth Avenue|Italian Renaissance
Bertram Goodhue, William Schickel, Wilfred E. Anthony, Elliot L. Chisling-Ferrenz & Taylor|Manhattan|2/28/1967|416|LP-00416|Church of St. Vincent Ferrer|Individual Landmark|FALSE||869 Lexington Avenue|Victorian Gothic, Neo-Gothic
Unknown|Manhattan|6/9/1967|417|LP-00417|Seventh Regiment Armory|Individual Landmark|FALSE||641 Park Avenue|N/A
Charles A. Platt and Simonson Pollard & Steinam|Manhattan|3/31/1970|418|LP-00418|131-135 East 66th Street Apartment House|Individual Landmark|FALSE||889 Lexington Avenue|Italian Renaissance
Nicholas Siracino|Manhattan|11/19/1969|420|LP-00420|St. Jean Baptiste Church|Individual Landmark|FALSE||1067 Lexington Avenue|Italian Mannerist
Unknown|Manhattan|4/18/1968|421|LP-00421|157 East 78th Street House|Individual Landmark|FALSE||157 East 78 Street|N/A
Unknown|Manhattan|4/18/1968|422|LP-00422|159 East 78th Street House|Individual Landmark|FALSE||159 East 78 Street|N/A
Unknown|Manhattan|4/18/1968|423|LP-00423|161 East 78th Street House|Individual Landmark|FALSE||161 East 78 Street|Italianate
Unknown|Manhattan|4/18/1968|424|LP-00424|163-165 East 78th Street|Individual Landmark|FALSE||163 East 78 Street|N/A
James Brown Lord|Manhattan|1/24/1967|425|LP-00425|New York Public Library, Yorkville Branch|Individual Landmark|FALSE||222 East 79 Street|Palladian
William T Robinson|Manhattan|1/24/1967|426|LP-00426|Abigail Adams Smith House|Individual Landmark|FALSE||419 East 61 Street|Federal
T&L|Manhattan|2/15/1967|427|LP-00427|The New York Society Library|Individual Landmark|FALSE||53 East 79 Street|Italian Renaissance
McKim Mead & White with William S. Richardson|Manhattan|2/19/1974|429|LP-00429|998 Fifth Avenue Apartment House|Individual Landmark|FALSE||998 Fifth Avenue|Italian Renaissance
Schikel & Ditmars|Manhattan|3/4/1969|431|LP-00431|Church of St. Ignatius Loyola|Individual Landmark|FALSE||990 Park Avenue|Renaissance
Maginnis & Walsh|Manhattan|11/19/1969|433|LP-00433|The Regis High School|Individual Landmark|FALSE||51 East 84 Street|Classical Revival
John Russell Pope|Manhattan|6/12/1968|436|LP-00436|Romanian Permanent Mission to the United Nations|Individual Landmark|FALSE||60 East 93 Street|N/A
Walker & Gillette|Manhattan|3/14/1972|437|LP-00437|56 East 93rd Street|Individual Landmark|FALSE||56 East 93 Street|N/A
Delano & Aldrich|Manhattan|1/14/1969|438|LP-00438|The Synod of Bishops of the Russian Orthodox Church (formerly George F. Baker, Jr. House)|Individual Landmark|FALSE||1190 Park Avenue|Modified Federal
Unknown|Manhattan|1/14/1969|439|LP-00439|69 East 93rd Street Building|Individual Landmark|FALSE||69 East 93 Street|N/A
Delano and Aldrich|Manhattan|5/15/1968|440|LP-00440|National Audobon Society|Individual Landmark|FALSE||1130 Fifth Avenue|English Georgian Revival
Mott B. Schmidt|Manhattan|4/12/1967|442|LP-00442|Junior League of the City of New York|Individual Landmark|FALSE||130 East 80 Street|N/A
Mott B. Schmidt|Manhattan|1/24/1967|443|LP-00443|Clarence Dillon House|Individual Landmark|FALSE||124 East 80 Street|English Neoclassical
